provcd,countyid,cid,age,health,minority,stateown,collective,private,foreign,formal,part_time,mwage_atax,bcollar,wcollar,service,week_whours,employ,familysize,BJ,TJ,HeB,ShX,NMG,LN,JN,HLJ,SH,JS,ZJ,AnH,FJ,JX,ShD,HeN,HuB,HuN,GuD,GuX,HaN,ChQ,SiCh,GuZ,YunN,XZ,ShaX,GS,QinH,NinX,XinJ,lnwage,experience,urban,gender,hukou,spouse,edu,military1,party1,evsmoke1,agri_job,gsubsidy,gsubsidy_amount,subsidy,lnsubsidy,lngsubsidy,employ_w,good_job
江西省,15,105800,57,3,0,0,0,0,0,0,1,5000,1,0,0,70,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,41,0,1,0,1,1,0,0,0,1,1,1000,1000,4,4,1,0
江西省,15,105800,49,3,0,0,0,0,0,0,0,3000,0,0,0,70,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,33,0,0,0,1,1,0,0,0,1,1,600,600,4,4,1,0
江西省,15,105800,54,5,0,0,0,0,0,0,1,2000,0,0,0,50,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,38,0,1,0,1,0,0,0,1,1,1,600,600,4,4,1,0
江西省,15,781645,50,4,0,0,0,0,0,0,1,2000,0,0,0,80,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,34,1,1,0,1,0,0,0,1,1,1,600,600,4,4,1,0
江西省,15,105800,59,3,0,0,0,0,0,0,1,1250,0,0,0,40,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,43,0,1,0,1,1,0,0,1,1,1,1140,11140,7,5,1,0
江西省,15,105800,56,3,0,0,0,0,0,0,0,1250,0,0,0,24,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,40,0,0,0,1,1,0,0,0,1,1,1140,11140,7,5,1,0
江西省,15,105800,42,3,0,1,0,0,0,1,0,3300,1,0,0,84,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,26,0,1,0,1,3,0,0,0,0,1,850,4810,6,4,1,0
江西省,15,105800,54,3,0,0,0,0,0,0,0,3000,0,0,0,50,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,38,0,1,0,1,3,0,0,0,1,1,700,1700,5,4,1,0
福建省,574,769260,48,5,0,0,0,0,0,0,0,3000,1,0,0,84,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,32,0,1,0,1,0,0,0,1,1,0,0,1320,5,0,1,0
江西省,15,105900,44,3,0,0,0,0,0,0,0,100,0,0,0,14,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,28,0,0,0,1,0,0,0,0,1,0,0,1320,5,0,1,0
江西省,15,105900,36,1,0,0,0,0,0,0,0,5000,0,0,0,10,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,20,0,1,0,1,1,0,0,1,1,1,950,950,4,4,1,0
江西省,15,105900,58,4,0,0,0,0,0,0,0,1000,0,0,0,32,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,42,0,1,0,1,0,0,0,1,1,1,950,950,4,4,1,0
江西省,15,105900,31,2,0,0,0,1,0,0,1,3500,1,0,0,63,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,0,0,0,1,3,0,0,0,0,1,2000,2000,5,5,1,0
江西省,15,105900,56,1,0,0,0,0,0,0,0,300,0,0,0,8,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,40,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0
江西省,15,105900,54,2,0,0,0,0,0,0,0,1000,0,0,0,28,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,38,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
江西省,15,105900,39,2,0,0,0,0,0,0,1,4000,0,0,0,40,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,23,0,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0
江西省,15,105900,34,1,0,0,0,0,0,0,0,3000,0,0,1,9,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,18,0,0,0,1,2,0,0,0,1,0,0,0,0,0,1,0
江西省,15,728814,58,4,0,0,0,0,0,0,0,105,0,0,0,50,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,42,0,0,0,1,0,0,0,0,0,1,1500,12460,7,5,1,0
江西省,15,105900,27,1,0,0,0,1,0,0,1,4000,0,0,0,40,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,0,1,0,0,2,0,0,1,0,1,500,2500,5,4,1,0
江西省,15,105900,35,4,0,1,0,0,0,1,1,1200,1,0,0,25,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,19,0,0,0,1,2,0,0,0,0,1,1920,1920,5,5,1,0
江西省,15,105900,41,4,0,0,0,0,0,0,0,2000,0,0,1,70,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,25,0,0,0,1,1,0,0,0,1,1,550,1750,5,4,1,0
江西省,15,105900,46,3,0,0,0,0,0,0,1,2700,0,0,0,70,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,30,0,1,0,1,1,0,1,1,1,1,550,1750,5,4,1,0
江西省,15,105900,37,3,0,0,0,0,0,0,1,3000,0,0,0,49,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,21,0,1,0,1,2,0,1,1,1,0,0,0,0,0,1,0
江西省,15,105900,34,1,0,0,0,0,0,0,0,1000,0,0,0,10,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
江西省,15,105900,49,4,0,0,0,0,0,0,0,125,0,0,0,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,33,0,0,0,1,0,0,0,0,1,1,200,11160,7,3,1,0
江西省,15,105900,50,5,0,0,0,0,0,0,0,2600,0,0,0,60,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,34,0,1,0,1,1,0,0,1,1,1,120,120,2,2,1,0
江西省,15,105900,45,1,0,0,0,0,0,0,0,2000,1,0,0,14,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,29,0,0,0,1,0,0,0,0,1,1,120,120,2,2,1,0
江西省,15,105900,42,4,0,0,0,0,0,0,1,1000,1,0,0,50,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,26,0,0,0,1,1,0,0,0,1,1,200,1160,5,3,1,0
江西省,15,105900,43,1,0,0,0,0,0,0,1,3000,0,0,0,70,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,27,0,1,0,1,2,0,0,1,1,1,200,1160,5,3,1,0
江西省,15,795644,51,5,0,0,0,0,0,0,0,583,0,0,0,14,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,35,0,0,0,1,0,0,0,0,1,1,120,120,2,2,1,0
江西省,15,795644,53,5,0,0,0,0,0,0,0,600,0,0,0,12,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,37,0,1,0,1,0,0,1,1,1,1,120,120,2,2,1,0
浙江省,1079,117358,50,2,0,0,0,1,0,0,1,8500,0,0,0,70,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,34,0,1,0,1,2,0,0,1,0,1,350,1350,5,3,1,0
江西省,15,662960,34,3,0,0,0,1,0,0,1,3000,0,0,1,50,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,18,1,1,1,1,4,0,0,0,0,1,1440,2640,5,5,1,0
江西省,15,795644,41,3,0,0,0,0,0,0,0,0,1,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,1,1,0,0,0,1,1,120,120,2,2,0,0
江西省,15,795644,56,5,0,0,0,0,0,0,0,600,0,0,0,70,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,40,0,1,0,1,1,0,1,1,1,1,3980,3980,6,6,1,0
江西省,15,795644,53,3,0,0,0,0,0,0,0,620,0,0,0,84,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,37,0,0,0,1,1,0,0,0,1,1,3980,3980,6,6,1,0
江西省,13,105100,54,3,0,0,0,0,0,0,0,0,0,0,0,56,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,1,0,0,0,0,1,0,0,3000,6,0,0,0
江西省,13,105100,57,3,0,0,0,0,0,0,1,1200,0,0,0,84,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,41,0,1,0,1,2,0,0,1,1,0,0,3000,6,0,1,0
江西省,13,105100,34,3,0,0,0,1,0,0,1,5500,0,0,0,70,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,18,0,1,0,1,2,0,0,0,0,0,0,3000,6,0,1,0
江西省,13,105100,54,3,0,0,1,0,0,0,1,300,0,0,0,14,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,38,0,1,0,1,2,0,0,1,0,1,400,1400,5,4,1,0
江西省,13,105100,54,5,0,0,0,0,0,0,1,0,0,0,0,50,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,1,1,35,35,1,1,0,0
江西省,13,105100,51,3,0,0,0,0,0,0,0,0,0,0,0,18,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
江西省,13,105100,32,4,0,0,0,0,0,0,0,3000,0,0,0,45,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0
江西省,13,105100,58,5,0,1,0,0,0,1,0,400,0,0,0,42,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,42,0,1,0,1,0,0,0,1,0,1,3675,3675,6,6,1,0
江西省,13,596637,24,3,0,0,0,1,0,0,1,3500,0,1,0,55,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1,0,0,0,4,0,0,0,0,1,450,1370,5,4,1,0
江西省,13,105100,45,5,0,0,0,1,0,0,1,3000,1,0,0,42,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,29,0,0,0,1,0,0,0,0,0,1,9600,9600,7,7,1,0
江西省,13,105100,53,1,0,0,0,1,0,0,0,1500,1,0,0,24,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,37,0,1,0,1,0,0,0,1,1,1,9600,9600,7,7,1,0
江西省,13,105100,54,4,0,0,0,0,0,0,0,250,0,0,0,53,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,38,0,0,0,1,2,0,0,0,1,1,450,450,4,4,1,0
江西省,13,105100,55,3,0,0,0,0,0,0,0,6000,1,0,0,50,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,39,0,1,0,1,2,0,0,1,0,0,0,0,0,0,1,0
江西省,13,105100,53,3,0,0,0,0,0,0,0,500,0,0,0,8,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,37,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
江西省,13,105100,32,3,0,0,0,1,0,0,1,9000,1,0,0,70,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16,0,1,0,1,3,0,0,1,0,0,0,0,0,0,1,0
江西省,13,105100,33,4,0,0,0,0,0,0,1,5000,1,0,0,60,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,17,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0
江西省,13,105100,54,3,0,0,0,0,0,0,0,3000,0,0,0,56,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,38,0,0,0,1,3,0,0,0,1,0,0,0,0,0,1,0
江西省,13,105100,60,5,0,0,0,0,0,0,1,0,0,0,0,35,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,1,0,0,0,0,1,0,0,1100,5,0,0,0
江西省,13,105100,52,5,0,0,0,0,0,0,0,500,0,0,0,6,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,36,0,1,0,1,1,0,0,1,0,1,6000,6120,6,6,1,0
江西省,13,105100,32,1,0,0,0,1,0,0,1,2000,1,0,0,70,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,0,0,0,1,2,0,0,0,0,1,2000,2015,5,5,1,0
江西省,13,105100,56,3,0,0,0,1,0,0,1,2500,0,0,0,56,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,40,0,1,0,1,2,0,0,1,0,1,2000,2015,5,5,1,0
江西省,13,105100,59,3,0,0,0,0,0,0,1,3000,0,0,0,42,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,43,0,0,0,1,0,0,0,0,1,1,2000,2015,5,5,1,0
江西省,13,104900,58,4,0,1,0,0,0,1,1,3000,0,0,0,50,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,42,1,1,1,1,3,0,1,1,0,0,0,0,0,0,1,0
江西省,13,596637,56,3,0,1,0,0,0,0,1,2000,0,0,0,144,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,40,1,1,1,0,3,0,0,0,0,0,0,0,0,0,1,0
江西省,13,104900,50,3,0,0,0,0,0,0,1,10000,0,0,0,56,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,34,1,0,1,1,3,0,0,0,0,0,0,54000,8,0,1,0
江西省,13,104900,27,3,0,1,0,0,0,0,1,3000,0,1,0,84,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,1,1,1,0,4,0,1,0,0,0,0,54000,8,0,1,1
江西省,13,104900,52,3,0,0,0,0,0,0,1,5000,0,0,1,60,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,36,1,1,1,1,4,0,1,1,1,0,0,54000,8,0,1,0
江西省,13,104900,47,3,0,0,0,1,0,0,0,3600,0,0,0,48,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,31,1,1,0,0,3,0,0,1,0,0,0,0,0,0,1,0
江西省,13,104900,38,4,0,1,0,0,0,0,1,3500,1,0,0,40,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,22,1,0,1,1,4,0,0,0,0,0,0,0,0,0,1,0
江西省,13,104900,43,2,0,1,0,0,0,0,1,3300,1,0,0,40,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,27,1,1,1,1,4,0,1,1,0,0,0,0,0,0,1,0
江西省,13,104900,27,3,0,1,0,0,0,0,1,8000,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,1,1,1,1,4,0,0,1,0,1,430,430,4,4,1,0
江西省,13,104900,27,3,0,0,0,0,0,0,1,3000,0,0,0,77,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,1,0,1,1,2,0,0,0,0,1,430,430,4,4,1,0
江西省,13,104900,35,3,0,1,0,0,0,0,1,6000,0,0,1,50,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,19,1,1,1,1,4,0,0,1,0,0,0,73000,9,0,1,0
江西省,13,104900,32,3,0,0,0,1,0,0,1,2000,0,0,0,48,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,1,0,0,1,3,0,0,0,0,0,0,73000,9,0,1,0
江西省,13,104900,46,5,0,0,0,0,0,0,0,3500,1,0,0,30,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,30,1,1,1,1,2,0,0,1,0,1,2400,2400,5,5,1,0
上海市,87,,56,2,0,0,0,0,0,0,1,10000,0,0,1,15,1,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,40,,0,1,1,3,0,0,0,0,0,0,66000,9,0,1,0
江西省,13,104900,42,2,0,1,0,0,0,0,1,4000,0,0,0,40,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,26,1,1,1,1,4,0,1,0,0,0,0,505,4,0,1,0
江西省,13,104900,36,4,0,0,0,1,0,0,1,2300,1,0,0,63,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,20,1,0,1,1,2,0,0,0,0,0,0,0,0,0,1,0
江西省,13,104900,50,5,0,0,0,1,0,0,0,2500,0,0,0,66,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,34,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
江西省,13,104900,41,3,0,1,0,0,0,0,1,2000,0,0,0,45,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,25,1,0,1,1,3,0,0,0,0,0,0,0,0,0,1,0
江西省,13,105200,58,3,0,0,0,0,0,0,0,0,0,0,0,56,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,1,3,0,0,0,1,1,2300,24300,8,5,0,0
广东省,8381,954371,36,5,0,0,0,1,0,0,1,6000,1,0,0,50,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,20,1,1,0,1,3,0,1,1,0,1,2300,24300,8,5,1,0
江西省,13,105200,43,2,0,0,0,0,0,0,0,400,0,0,0,40,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,27,0,1,0,1,2,0,0,1,1,1,3000,4000,6,6,1,0
江西省,13,105200,37,2,0,0,0,0,0,0,0,1000,1,0,0,21,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,21,0,0,0,1,2,0,0,0,1,1,3000,4000,6,6,1,0
江西省,13,105200,41,3,0,0,0,0,0,0,0,3500,0,0,1,50,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,25,0,1,0,1,2,0,0,0,1,0,0,0,0,0,1,0
江西省,13,105200,40,3,0,0,0,0,0,0,0,2000,1,0,0,28,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,24,0,0,0,1,2,0,0,0,1,0,0,0,0,0,1,0
江西省,13,105200,48,5,0,0,0,0,0,0,0,500,0,0,0,30,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,32,0,1,0,1,2,0,0,1,1,1,11000,11150,7,7,1,0
江西省,13,105200,47,1,0,0,0,0,0,0,0,600,0,0,0,70,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,31,0,0,0,1,0,0,0,0,1,0,0,41000,8,0,1,0
江西省,13,105200,49,5,0,0,0,0,0,0,0,300,0,0,0,63,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,33,0,1,0,1,3,0,0,1,1,0,0,41000,8,0,1,0
江西省,13,105200,27,5,0,1,0,0,0,0,1,2550,0,0,0,20,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,0,0,1,1,4,0,0,0,0,1,690,690,4,4,1,0
江西省,13,105200,30,3,0,1,0,0,0,0,1,7000,0,0,1,40,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,0,1,1,1,4,0,0,0,0,1,690,690,4,4,1,0
江西省,13,105200,53,3,0,0,0,1,0,0,1,2800,1,0,0,56,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,37,0,1,0,1,1,0,0,0,0,1,690,690,4,4,1,0
江西省,13,105200,46,5,0,0,0,1,0,0,1,2500,1,0,0,70,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,30,0,1,0,1,2,0,0,1,0,1,300,1300,5,3,1,0
江西省,13,105200,48,5,0,0,0,1,0,0,1,0,0,0,0,56,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,1,1,0,0,0,0,1,200,2200,5,3,0,0
江西省,13,105200,46,5,0,0,0,0,0,0,1,0,1,0,0,28,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,1,1,0,0,0,1,1,200,210,3,3,0,0
江西省,13,105200,47,5,0,0,0,0,0,0,1,167,1,0,0,56,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,31,0,1,0,1,2,0,0,0,1,1,200,210,3,3,1,0
江西省,13,105200,40,4,0,0,0,0,0,0,0,500,1,0,0,70,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,24,0,1,0,1,2,0,1,1,0,1,6500,13600,7,6,1,0
江西省,13,105200,43,5,0,0,0,1,0,0,0,300,0,0,0,42,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,27,0,0,0,1,2,0,0,0,0,1,6500,13600,7,6,1,0
江西省,13,105200,38,3,0,0,0,0,1,0,1,2600,0,0,0,84,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,22,0,0,0,1,2,0,0,0,1,1,0,33460,8,0,1,0
江西省,13,105200,40,3,0,0,0,1,0,0,1,6000,1,0,0,60,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,24,0,1,0,1,3,0,0,1,0,1,23000,51000,8,8,1,0
江西省,13,105200,44,1,0,1,0,0,0,0,0,1000,1,0,0,40,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,28,0,0,0,1,3,0,0,0,0,1,200,215,3,3,1,0
