provcd,countyid,cid,age,health,minority,stateown,collective,private,foreign,formal,part_time,mwage_atax,bcollar,wcollar,service,week_whours,employ,familysize,BJ,TJ,HeB,ShX,NMG,LN,JN,HLJ,SH,JS,ZJ,AnH,FJ,JX,ShD,HeN,HuB,HuN,GuD,GuX,HaN,ChQ,SiCh,GuZ,YunN,XZ,ShaX,GS,QinH,NinX,XinJ,lnwage,experience,urban,gender,hukou,spouse,edu,military1,party1,evsmoke1,agri_job,gsubsidy,gsubsidy_amount,subsidy,lnsubsidy,lngsubsidy,employ_w,good_job
山西省,74,130000,43,3,0,0,0,1,0,0,1,3000,1,0,0,40,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,27,0,1,1,1,2,0,1,1,0,0,0,9600,7,0,1,0
山西省,74,130000,51,5,0,0,0,0,0,0,0,500,1,0,0,70,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,35,0,1,0,1,0,0,0,1,1,1,3400,3900,6,6,1,0
山西省,74,130000,44,3,0,0,0,0,0,0,0,0,0,0,0,21,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,1,1,0,0,0,1,1,300,9900,7,3,0,0
山西省,74,130000,45,1,0,0,0,0,0,0,0,2500,0,0,0,70,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,29,0,1,0,1,1,0,0,1,1,1,300,9900,7,3,1,0
山西省,74,130000,59,3,0,0,0,0,0,0,0,100,0,0,0,49,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,43,0,0,0,1,0,0,0,1,1,1,1000,7000,6,4,1,0
山西省,74,130000,56,5,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,1,3,0,0,1,1,1,8800,28800,8,7,0,0
山西省,74,130000,27,1,0,0,0,0,0,0,1,1200,1,0,0,40,1,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,0,0,0,1,4,0,0,0,0,1,700,22500,8,4,1,0
山西省,74,130000,30,5,0,0,0,1,0,0,1,3500,0,0,1,56,1,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,0,1,0,1,4,0,0,1,0,1,700,22500,8,4,1,0
山西省,74,130000,29,3,0,0,0,1,0,0,1,1800,1,0,0,56,1,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,0,0,0,1,4,0,0,0,0,1,700,22500,8,4,1,0
山西省,74,130000,59,3,0,0,0,0,0,0,0,0,0,0,0,14,1,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,1,3,0,0,0,1,1,1500,2880,5,5,0,0
山西省,74,130000,60,3,0,0,0,0,0,0,0,300,0,0,0,56,1,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,44,0,1,0,1,3,0,1,1,1,1,1500,2880,5,5,1,0
山西省,74,130000,29,3,0,0,0,0,0,0,0,25,0,0,0,21,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0,1,0,1,2,0,0,1,1,1,100,2700,5,2,1,0
山西省,74,129900,42,3,0,0,0,0,0,0,0,100,0,0,0,35,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,26,0,1,0,1,0,0,0,1,1,1,3200,3200,6,6,1,0
山西省,74,129900,29,1,0,0,0,1,0,0,1,3000,0,0,0,56,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,0,1,0,1,3,0,0,1,0,1,0,0,0,0,1,0
山西省,75,130100,50,5,0,1,0,0,0,0,0,1600,0,0,1,35,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,34,1,0,1,1,2,0,0,0,0,0,0,0,0,0,1,0
山西省,75,130100,55,2,0,1,0,0,0,0,1,2300,1,0,0,72,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,39,1,1,1,1,3,0,1,1,0,0,0,0,0,0,1,0
山西省,75,130100,48,4,0,0,0,1,0,0,0,2000,1,0,0,56,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,32,1,1,1,1,2,0,1,1,0,0,0,0,0,0,1,0
山西省,75,130100,48,1,0,0,0,1,0,0,1,2000,0,0,1,51,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,32,1,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0
山西省,72,129200,51,5,0,0,0,0,0,0,0,1000,0,0,0,28,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,35,0,0,0,1,2,0,0,0,1,1,2500,2500,5,5,1,0
山西省,72,129200,35,1,0,0,0,0,0,0,0,30,0,0,0,28,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,0,0,0,1,1,0,0,0,1,1,4500,6300,6,6,1,0
山西省,72,129200,51,3,0,0,0,0,0,0,0,700,0,0,0,21,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,35,0,0,0,1,3,0,1,0,0,0,0,1000,4,0,1,0
山西省,72,129200,57,5,0,1,0,0,0,0,1,5000,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,41,0,1,1,1,3,0,0,1,0,0,0,1000,4,0,1,1
山西省,72,129200,50,3,0,0,0,0,0,0,0,200,0,0,0,28,1,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,34,0,1,0,1,2,0,0,1,1,1,3600,5000,6,6,1,0
山西省,72,129200,39,3,0,0,0,0,0,0,0,200,0,0,0,42,1,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,23,0,0,0,1,1,0,0,0,1,1,3600,5000,6,6,1,0
山西省,72,129200,27,3,0,0,0,1,0,0,0,2500,0,0,0,80,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
山西省,73,129600,49,5,0,0,0,0,0,0,0,333,0,0,0,70,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,33,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
山西省,73,129600,49,3,0,0,0,0,0,0,0,667,0,0,0,56,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,33,0,0,0,1,2,0,0,0,1,0,0,0,0,0,1,0
山西省,73,129600,54,1,0,0,0,0,0,0,0,2000,1,0,0,49,1,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,38,0,1,0,1,3,0,0,1,1,0,0,0,0,0,1,0
山西省,73,129600,53,3,0,0,0,0,0,0,0,300,0,0,0,18,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,37,0,0,0,1,3,0,0,0,1,1,380,395,4,3,1,0
山西省,73,129600,52,2,0,0,0,0,0,0,0,250,0,0,0,42,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,36,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0
山西省,73,129600,23,3,0,0,0,0,0,0,0,833,1,0,0,60,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,1,0,0,2,0,0,1,0,1,0,4000,6,0,1,0
山西省,73,129600,38,3,0,0,0,0,0,0,0,3333,0,0,0,56,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,22,0,1,0,1,2,0,0,0,1,1,500,17500,7,4,1,0
山西省,73,129600,37,3,0,0,0,0,0,0,0,3333,0,0,0,56,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,21,0,0,0,1,2,0,0,0,1,1,500,17500,7,4,1,0
山西省,73,129600,50,3,0,0,0,0,0,0,1,0,0,0,1,56,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,1,0,0,0,0,1,1,960,960,4,4,0,0
山西省,73,129600,45,3,0,0,0,0,0,0,0,1500,0,0,0,56,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,29,0,1,0,1,1,0,0,1,1,1,350,350,3,3,1,0
山西省,73,129600,44,3,0,0,0,0,0,0,0,2000,1,0,0,42,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,28,0,0,0,1,2,0,0,0,1,1,350,350,3,3,1,0
山西省,73,129600,56,1,0,0,0,0,0,0,0,3000,0,0,0,63,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,40,0,0,0,1,1,0,0,0,1,1,1200,31200,8,5,1,0
山西省,73,129600,55,4,0,0,0,0,0,0,1,2500,0,0,0,10,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,39,0,1,0,1,2,0,0,1,1,1,1200,31200,8,5,1,0
山西省,73,129600,31,3,0,0,0,1,0,0,1,4500,1,0,0,48,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,0,1,0,1,1,0,0,1,0,1,1200,31200,8,5,1,0
山西省,73,129600,26,4,0,0,0,0,0,0,0,2000,1,0,0,24,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,0,1,0,1,2,0,0,1,1,0,0,100960,9,0,1,0
山西省,73,129600,56,1,0,0,0,0,0,0,0,550,0,0,1,60,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,40,0,0,0,1,2,0,0,0,1,0,0,100960,9,0,1,0
山西省,73,129600,55,3,0,0,0,0,0,0,0,1667,0,0,0,49,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,39,0,1,0,1,1,0,0,1,1,0,0,100960,9,0,1,0
山西省,73,129600,54,3,0,0,0,0,0,0,0,2500,0,0,0,64,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,38,0,0,0,1,2,0,0,0,1,0,0,10,1,0,1,0
山西省,73,129600,56,4,0,0,0,0,0,0,0,2500,1,0,0,9,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,40,0,1,0,1,2,0,0,1,1,0,0,10,1,0,1,0
山西省,73,129600,33,2,0,0,0,0,0,0,0,1000,0,0,0,74,1,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17,0,0,0,1,2,0,0,0,1,0,0,0,0,0,1,0
山西省,73,129600,34,3,0,1,0,0,0,0,1,0,0,1,0,100,1,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,1,0,1,4,0,1,1,1,0,0,0,0,0,0,1
山西省,8297,814562,59,3,0,0,0,0,0,0,0,2000,0,0,0,42,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,43,0,0,0,1,0,0,0,0,1,1,150,150,3,3,1,0
山西省,8297,814562,59,1,0,0,0,1,0,0,0,4000,0,0,0,56,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,43,0,1,0,1,2,0,1,0,0,1,150,150,3,3,1,0
山西省,8297,814562,32,3,0,0,0,0,0,0,0,6000,1,0,0,90,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16,0,1,0,1,2,0,0,1,0,1,150,150,3,3,1,0
山西省,8297,814562,29,3,0,0,0,0,0,0,0,2000,0,0,0,30,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,0,0,0,1,2,0,0,0,1,1,1000,1000,4,4,1,0
山西省,8297,814562,54,3,0,0,0,0,0,0,0,2000,0,0,0,2,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,38,0,0,0,1,1,0,0,0,1,1,1000,1000,4,4,1,0
山西省,8297,814562,56,2,0,0,0,0,0,0,0,2000,0,0,0,70,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,40,0,1,0,1,2,0,0,0,1,1,1000,1000,4,4,1,0
山西省,8297,814562,43,2,0,0,0,0,0,0,0,3000,1,0,0,9,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,27,0,1,0,1,2,0,0,1,1,0,0,0,0,0,1,0
山西省,8297,814562,41,1,0,0,0,0,0,0,0,166,0,0,0,9,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,25,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
山西省,8297,814562,44,3,0,0,0,0,0,0,0,166,0,0,0,3,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,28,0,0,0,1,1,0,0,0,1,1,1375,1375,5,5,1,0
山西省,8297,814562,29,1,0,0,0,0,0,0,0,2000,1,0,0,8,1,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,0,1,0,1,3,0,0,1,1,1,400,400,4,4,1,0
山西省,8297,814562,54,3,0,0,0,1,0,0,0,7000,1,0,0,24,1,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,38,0,1,1,1,2,0,0,1,0,1,400,400,4,4,1,0
山西省,8297,814562,25,1,0,0,0,1,0,0,0,2000,0,0,0,114,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0
山西省,8297,814562,31,3,0,0,0,1,0,0,0,100,0,0,0,50,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,0,0,0,1,2,0,0,0,0,0,0,1100,5,0,1,0
山西省,8297,814562,40,3,0,0,0,1,0,0,0,3000,1,0,0,70,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,24,0,1,0,1,1,0,0,1,1,0,0,1100,5,0,1,0
山西省,8297,814562,35,5,0,0,0,0,0,0,1,100,0,0,0,40,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,19,0,0,0,1,2,0,0,0,0,1,40,5040,6,1,1,0
山西省,8297,,45,1,0,1,0,0,0,1,1,900,1,0,0,56,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,29,1,0,0,1,2,0,0,0,1,1,200,200,3,3,1,0
山西省,8297,814562,50,3,0,0,0,1,0,0,1,2500,0,0,0,70,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,34,0,1,0,1,1,0,0,0,0,1,200,200,3,3,1,0
山西省,8297,814562,47,3,0,0,0,0,0,0,0,750,0,0,0,42,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,31,0,0,0,1,2,0,0,0,1,1,200,200,3,3,1,0
山西省,8297,814562,24,3,0,0,0,1,0,0,1,3500,0,0,0,70,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,1,0,0,3,0,0,1,0,1,200,200,3,3,1,0
山西省,8297,814562,40,3,0,0,0,0,0,0,0,250,0,0,0,70,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,24,0,0,0,1,2,0,0,0,0,0,0,2000,5,0,1,0
山西省,8297,814562,51,3,0,0,0,0,0,0,0,3000,1,0,0,50,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,35,0,1,0,1,2,0,0,1,0,0,0,0,0,0,1,0
山西省,8297,814562,35,3,0,0,0,1,0,0,0,4000,1,0,0,72,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,19,0,1,0,1,2,0,0,1,0,1,300,2800,5,3,1,0
山西省,75,130200,54,3,0,1,0,0,0,0,1,4000,0,0,1,30,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,38,1,0,1,1,4,0,1,0,0,0,0,0,0,0,1,0
山西省,75,130200,57,3,0,0,0,1,0,0,0,2000,0,1,0,40,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,41,1,1,1,1,3,1,1,1,0,0,0,0,0,0,1,0
山西省,378,794293,52,3,0,1,0,0,0,0,1,5000,0,1,0,40,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,36,1,0,1,1,4,0,0,0,0,0,0,0,0,0,1,1
山西省,75,130200,52,3,0,0,0,0,0,0,1,3000,0,0,1,56,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,36,1,0,1,1,3,0,0,0,0,0,0,120000,9,0,1,0
山西省,75,130200,53,3,0,0,0,0,0,0,0,7000,1,0,0,80,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,37,1,1,1,1,3,0,0,1,0,0,0,120000,9,0,1,0
山西省,374,421675,58,4,0,1,0,0,0,0,1,1400,1,0,0,20,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,42,1,1,1,1,3,0,1,0,0,0,0,30000,8,0,1,0
山西省,75,130200,56,3,0,1,0,0,0,0,1,4000,1,0,0,40,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,40,1,1,1,1,4,0,1,0,0,0,0,26400,8,0,1,0
山西省,375,,54,2,0,1,0,0,0,0,1,1000,0,0,0,30,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,38,1,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0
山西省,75,130300,53,2,0,1,0,0,0,0,1,8000,1,0,0,35,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,37,1,1,1,1,3,0,0,1,0,1,2400,2400,5,5,1,0
山西省,75,130300,49,4,0,1,0,0,0,0,1,3500,0,0,1,25,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,33,1,0,1,1,4,0,0,0,0,1,2400,2400,5,5,1,0
山西省,75,130300,27,3,0,1,0,0,0,0,1,6000,0,0,0,55,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,1,1,1,0,4,0,0,0,0,0,0,18000,7,0,1,0
山西省,75,130300,54,4,0,1,0,0,0,0,1,4300,1,0,0,60,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,38,1,1,1,1,3,1,0,1,0,0,0,18000,7,0,1,0
北京市,170,497184,42,3,0,1,0,0,0,0,0,3500,1,0,0,70,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,26,1,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0
北京市,170,497184,42,3,0,0,0,1,0,0,0,6000,1,0,0,60,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,26,1,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0
山西省,75,130400,55,4,0,0,1,0,0,0,0,1000,0,0,0,21,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,39,1,0,1,0,2,0,0,0,0,0,0,15,1,0,1,0
山西省,75,130400,42,3,0,0,1,0,0,0,1,1320,0,0,1,40,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,26,1,0,1,1,2,0,0,0,0,0,0,2040,5,0,1,0
山西省,75,130400,40,1,0,0,0,1,0,0,0,1200,1,0,0,40,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,24,1,1,1,1,2,0,0,1,0,0,0,2040,5,0,1,0
山西省,75,130400,42,1,0,0,0,1,0,0,0,2400,0,0,1,56,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,26,1,0,1,1,2,0,0,0,0,0,0,33620,8,0,1,0
山西省,75,130400,46,3,0,1,0,0,0,0,0,4100,1,0,0,48,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,30,1,1,1,1,2,0,1,0,0,0,0,38400,8,0,1,0
山西省,75,130400,46,3,0,0,0,1,0,0,1,3000,1,0,0,56,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,30,1,0,1,1,3,0,0,0,0,0,0,38400,8,0,1,0
山西省,75,130400,29,1,0,0,1,0,0,0,0,1000,0,0,1,20,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,1,1,1,1,2,0,0,1,0,0,0,2000,5,0,1,0
山西省,75,130400,47,3,0,0,0,1,0,0,1,3600,1,0,0,56,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,31,1,1,1,1,2,0,0,1,0,0,0,12015,7,0,1,0
山西省,75,130400,46,3,0,0,0,0,0,0,0,4000,0,0,0,74,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,30,1,0,1,0,1,0,0,0,0,1,7000,10500,7,6,1,0
山西省,69,127900,55,4,0,0,0,0,0,0,0,3000,0,0,0,49,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,39,0,1,0,1,2,1,1,1,1,1,1900,1900,5,5,1,0
山西省,69,127900,56,4,0,0,0,0,0,0,0,1000,0,0,0,21,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,40,0,0,0,1,1,0,0,0,1,1,1900,1900,5,5,1,0
山西省,69,127900,55,4,0,0,0,0,0,0,0,1250,0,0,0,56,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,39,0,1,0,1,0,0,0,1,1,1,100,100,2,2,1,0
山西省,69,127900,48,3,0,0,0,0,0,0,0,1666,0,0,0,70,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,32,0,0,0,1,1,0,0,0,1,1,100,100,2,2,1,0
山西省,69,127900,56,5,0,0,0,0,0,0,0,416,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,40,0,0,0,1,2,0,0,0,1,1,100,100,2,2,1,0
山西省,69,127900,56,3,0,0,0,0,0,0,1,1000,0,0,0,56,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,40,0,1,0,1,2,0,0,1,1,1,100,100,2,2,1,0
